pert_id	cmap_name	moa	canonical_smiles	inchi_key	moa_l1000	moa_image
BRD-K15426076	iguratimod	NFKB pathway inhibitor	CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1	ANMATWQYLIFGOK-UHFFFAOYSA-N	Cyclooxygenase inhibitor|NFkB pathway inhibitor	cyclooxygenase inhibitor|NFkB pathway inhibitor
BRD-A77216878	manumycin-a	NFKB pathway inhibitor	CCCC[C@@H](C)C=C(C)C=C(/C)C(=O)NC1=C[C@@](O)(C=CC=CC=CC(=O)NC2C(=O)CCC2=O)[C@@H]2OC2C1=O	XIZGHTZLVCHYJN-YCWSEAROSA-N	Farnesyltransferase inhibitor|NFkB pathway inhibitor	
BRD-K48892307	sasapyrine	NFKB pathway inhibitor	OC(=O)c1ccccc1OC(=O)c1ccccc1O	WVYADZUPLLSGPU-UHFFFAOYSA-N	NFkB pathway inhibitor	NFkB pathway inhibitor
BRD-K90777969	cutamesine	Sigma receptor agonist	COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC	UVSWWUWQVAQPJR-UHFFFAOYSA-N	Sigma receptor agonist	sigma receptor agonist
BRD-K56558538	ambroxol	Sodium channel blocker	Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1	JBDGDEWWOUBZPM-XYPYZODXSA-N	Sodium channel blocker	sodium channel blocker
BRD-K97181089	amiloride	Sodium channel blocker	NC(=N)NC(=O)c1nc(Cl)c(N)nc1N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-A29734509	disopyramide	Sodium channel blocker	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	UVTNFZQICZKOEM-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-A09472452	flecainide	Sodium channel blocker	FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1	DJBNUMBKLMJRSA-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-K68232650	lacosamide	Sodium channel blocker	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1	VPPJLAIAVCUEMN-GFCCVEGCSA-N	Collapsin response mediator protein inhibitor|Collapsin response mediator protein stimulant|Sodium channel blocker	
BRD-K93460210	lamotrigine	Sodium channel blocker	Nc1nnc(c(N)n1)-c1cccc(Cl)c1Cl	PYZRQGJRPPTADH-UHFFFAOYSA-N	Serotonin receptor antagonist|Sodium channel blocker	serotonin receptor antagonist|sodium channel blocker
BRD-A92826379	lupanine	Sodium channel blocker	O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3	JYIJIIVLEOETIQ-RFPFOJJUSA-N	Sodium channel blocker	sodium channel blocker
BRD-K75089421	procainamide	Sodium channel blocker	CCN(CC)CCNC(=O)c1ccc(N)cc1	REQCZEXYDRLIBE-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-K59632282	quinidine	Sodium channel blocker	COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1	LOUPRKONTZGTKE-LHHVKLHASA-N	Sodium channel blocker	sodium channel blocker
BRD-A97674275	ranolazine	Sodium channel blocker	COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1	XKLMZUWKNUAPSZ-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-K92049597	triamterene	Sodium channel blocker	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1	FNYLWPVRPXGIIP-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-K53318339	vinpocetine	Sodium channel blocker	CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c1ccccc41	DDNCQMVWWZOMLN-IRLDBZIGSA-N	Phosphodiesterase inhibitor|Sodium channel blocker	phosphodiesterase inhibitor|sodium channel blocker
BRD-K48300629	zonisamide	Sodium channel blocker	NS(=O)(=O)Cc1noc2ccccc12	UBQNRHZMVUUOMG-UHFFFAOYSA-N	Sodium channel blocker|T-type calcium channel blocker	sodium channel blocker|T-type calcium channel blocker
BRD-K72029282	probucol	Atherogenesis inhibitor	CC(C)(Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	FYPMFJGVHOHGLL-UHFFFAOYSA-N	Atherogenesis inhibitor	atherogenesis inhibitor
BRD-K75295174	alisertib	Aurora kinase inhibitor	COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O	ZLHFILGSQDJULK-UHFFFAOYSA-N	Aurora kinase inhibitor	Aurora kinase inhibitor
BRD-K07881437	danusertib	Aurora kinase inhibitor	CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1	XKFTZKGMDDZMJI-HSZRJFAPSA-N	Aurora kinase inhibitor|Growth factor receptor inhibitor	Aurora kinase inhibitor|growth factor receptor inhibitor
BRD-K07609981	dexloxiglumide	CCK receptor antagonist	CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1	QNQZBKQEIFTHFZ-GOSISDBHSA-N	CCK receptor antagonist	CCK receptor antagonist
BRD-A29854054	lorglumide	CCK receptor antagonist	CCCCCN(CCCCC)C(=O)C(CCC(O)=O)NC(=O)c1ccc(Cl)c(Cl)c1	IEKOTSCYBBDIJC-UHFFFAOYSA-N	CCK receptor antagonist	CCK receptor antagonist
BRD-A04352665	maraviroc	CCK receptor antagonist	CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1	GSNHKUDZZFZSJB-ILVMPNSOSA-N	CC chemokine receptor antagonist	CC chemokine receptor antagonist
BRD-K14175878	MK-0812	CCK receptor antagonist	CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F	MTMDXAIUENDNDL-RJSMDTJLSA-N		CC chemokine receptor antagonist
BRD-A44863528	proglumide	CCK receptor antagonist	CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1	DGMKFQYCZXERLX-UHFFFAOYSA-N	CCK receptor antagonist	CCK receptor antagonist
BRD-K58486055	reparixin	CCK receptor antagonist	CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O	KQDRVXQXKZXMHP-LLVKDONJSA-N	CC chemokine receptor antagonist	CC chemokine receptor antagonist
BRD-K35629949	SR-27897	CCK receptor antagonist	OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl	ILNRQFBVVQUOLP-UHFFFAOYSA-N	CCK receptor antagonist	CCK receptor antagonist
BRD-K84748119	vicriviroc	CCK receptor antagonist	COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C)c1ccc(cc1)C(F)(F)F	CNPVJJQCETWNEU-CYFREDJKSA-N	CC chemokine receptor antagonist	CC chemokine receptor antagonist
BRD-K07220430	cinnarizine	Calcium channel blocker	C(/C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4	DERZBLKQOCDDDZ-JLHYYAGUSA-N	Calcium channel blocker	calcium channel blocker
BRD-A22032524	amlodipine	Calcium channel blocker	CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN	HTIQEAQVCYTUBX-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-K81272440	dantrolene	Calcium channel blocker	[O-][N+](=O)c1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1	OZOMQRBLCMDCEG-VIZOYTHASA-N	Calcium channel blocker	calcium channel blocker
BRD-A69636825	diltiazem	Calcium channel blocker	COc1ccc(cc1)C1Sc2ccccc2N(CCN(C)C)C(=O)C1OC(C)=O	HSUGRBWQSSZJOP-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-A30815329	felodipine	Calcium channel blocker	CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC	RZTAMFZIAATZDJ-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-K62737565	gabapentin	Calcium channel blocker	NCC1(CC(O)=O)CCCCC1	UGJMXCAKCUNAIE-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-A90799790	isradipine	Calcium channel blocker	COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C	HMJIYCCIJYRONP-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-K49404994	levetiracetam	Calcium channel blocker	CC[C@H](N1CCCC1=O)C(N)=O	HPHUVLMMVZITSG-LURJTMIESA-N	Calcium channel blocker	calcium channel blocker
BRD-A26711594	nicardipine	Calcium channel blocker	COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN(C)Cc1ccccc1	ZBBHBTPTTSWHBA-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-A43331270	niguldipine	Calcium channel blocker	CCCN1C(C)=C(C(c2cccc(c2)[N+]([O-])=O)C(C(=O)ON2CCC(CC2)(c2ccccc2)c2ccccc2)=C1C)C(=O)OC	SLTFTBXXKKDMPA-UHFFFAOYSA-N	Adrenergic receptor antagonist|Calcium channel blocker	
BRD-A58048407	nimodipine	Calcium channel blocker	COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C	UIAGMCDKSXEBJQ-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-A02006392	nitrendipine	Calcium channel blocker	CCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC	PVHUJELLJLJGLN-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-A09533288	verapamil	Calcium channel blocker	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC	SGTNSNPWRIOYBX-UHFFFAOYSA-N	Calcium channel blocker	calcium channel blocker
BRD-K81458380	CX-4945	Casein kinase inhibitor	OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21	MUOKSQABCJCOPU-UHFFFAOYSA-N		casein kinase inhibitor
BRD-A91877226	capecitabine	DNA synthesis inhibitor	CCCCCOC(=O)Nc1nc(=O)n(cc1F)C1O[C@H](C)[C@@H](O)[C@H]1O	GAGWJHPBXLXJQN-LXGADPQPSA-N	DNA synthesis inhibitor|Thymidylate synthase inhibitor	DNA synthesis inhibitor|thymidylate synthase inhibitor
BRD-K63430059	methoxsalen	DNA synthesis inhibitor	COc1c2occc2cc2ccc(=O)oc12	QXKHYNVANLEOEG-UHFFFAOYSA-N	DNA synthesis inhibitor	DNA synthesis inhibitor
BRD-K32821942	azathioprine	Dehydrogenase inhibitor	Cn1cnc(c1Sc1[nH]cnc2ncnc12)[N+]([O-])=O	LMEKQMALGUDUQG-UHFFFAOYSA-N	Dehydrogenase inhibitor	dehydrogenase inhibitor
BRD-A08187463	racecadotril	Enkephalinase inhibitor	CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1	ODUOJXZPIYUATO-UHFFFAOYSA-N	Enkephalinase inhibitor	enkephalinase inhibitor
BRD-A20348246	chlormezanone	GABA receptor modulator	CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O	WEQAYVWKMWHEJO-UHFFFAOYSA-N	GABA receptor modulator	GABA receptor modulator
BRD-K50422030	clomethiazole	GABA receptor modulator	Cc1ncsc1CCCl	PCLITLDOTJTVDJ-UHFFFAOYSA-N	GABA receptor antagonist|GABA receptor modulator	GABA receptor antagonist|GABA receptor modulator
BRD-A54880345	etomidate	GABA receptor modulator	CCOC(=O)c1cncn1C(C)c1ccccc1	NPUKDXXFDDZOKR-UHFFFAOYSA-N	GABA receptor modulator	GABA receptor modulator
BRD-K34154330	tracazolate	GABA receptor modulator	CCCCNc1c(C(=O)OCC)c(C)nc2n(CC)ncc12	PCTRYMLLRKWXGF-UHFFFAOYSA-N	GABA receptor modulator	GABA receptor modulator
BRD-K36386086	dolutegravir	HIV integrase inhibitor	C[C@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12	RHWKPHLQXYSBKR-BONVTDFDSA-N	HIV integrase inhibitor	HIV integrase inhibitor
BRD-K55930204	phenytoin	Hydantoin antiepileptic	O=C1NC(=O)C(N1)(c1ccccc1)c1ccccc1	CXOFVDLJLONNDW-UHFFFAOYSA-N	Hydantoin antiepileptic	hydantoin antiepileptic
BRD-K64990520	apocynin	NADPH oxidase inhibitor	COc1cc(ccc1O)C(C)=O	DFYRUELUNQRZTB-UHFFFAOYSA-N	NADPH oxidase inhibitor	NADPH oxidase inhibitor
BRD-K42417338	butorphanol-(+)-tartrate	Opioid receptor agonist	Oc1ccc2C[C@H]3N(CC4CCC4)CC[C@@]4(CCCC[C@@]34O)c2c1	IFKLAQQSCNILHL-QHAWAJNXSA-N	Opioid receptor agonist|Opioid receptor antagonist	
BRD-K61250553	loperamide	Opioid receptor agonist	CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1	RDOIQAHITMMDAJ-UHFFFAOYSA-N	Opioid receptor agonist	opioid receptor agonist
BRD-K76812510	metamizole	Opioid receptor agonist	CN(CS(O)(=O)=O)c1c(C)n(C)n(-c2ccccc2)c1=O	LVWZTYCIRDMTEY-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Opioid receptor agonist	cyclooxygenase inhibitor|opioid receptor agonist
BRD-K66404838	nalbuphine	Opioid receptor agonist	O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CCC1)c45	NETZHAKZCGBWSS-CEDHKZHLSA-N	Opioid receptor agonist|Opioid receptor antagonist	opioid receptor agonist|opioid receptor antagonist
BRD-K19284129	salvinorin-a	Opioid receptor agonist	COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1	OBSYBRPAKCASQB-AGQYDFLVSA-N	Opioid receptor agonist	opioid receptor agonist
BRD-A92630576	trimebutine	Opioid receptor agonist	CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1	LORDFXWUHHSAQU-UHFFFAOYSA-N	Opioid receptor agonist	opioid receptor agonist
BRD-A73556557	tagatose	Phosphorylase inhibitor	OCC(O)C(O)C(O)C(=O)CO	BJHIKXHVCXFQLS-UHFFFAOYSA-N	Phosphorylase inhibitor	phosphorylase inhibitor
BRD-K24844714	fluorouracil	RNA synthesis inhibitor	Fc1c[nH]c(=O)[nH]c1=O	GHASVSINZRGABV-UHFFFAOYSA-N	RNA synthesis inhibitor|Thymidylate synthase inhibitor	thymidylate synthase inhibitor
BRD-A62879835	rifaximin	RNA synthesis inhibitor	CO[C@H]1C=CO[C@@]2(C)Oc3c(C2=O)c2c4nc5cc(C)ccn5c4c(NC(=O)C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)C(O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)c(O)c2c(O)c3C	NZCRJKRKKOLAOJ-HQDKJBBOSA-N	RNA synthesis inhibitor	RNA synthesis inhibitor
BRD-K56334280	amonafide	Topoisomerase inhibitor	CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23	UPALIKSFLSVKIS-UHFFFAOYSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K68346641	amsacrine	Topoisomerase inhibitor	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	XCPGHVQEEXUHNC-UHFFFAOYSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K37890730	camptothecin	Topoisomerase inhibitor	CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O	VSJKWCGYPAHWDS-FQEVSTJZSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K92093830	doxorubicin	Topoisomerase inhibitor	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO	AOJJSUZBOXZQNB-TZSSRYMLSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K56844688	epirubicin	Topoisomerase inhibitor	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO	AOJJSUZBOXZQNB-SQGPBGNMSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-A33280134	etoposide	Topoisomerase inhibitor	COc1cc(cc(OC)c1O)[C@H]1[C@@H]2C(COC2=O)C(OC2O[C@@H]3COC(C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12	VJJPUSNTGOMMGY-GEGAHKOSSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K08547377	irinotecan	Topoisomerase inhibitor	CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12	UWKQSNNFCGGAFS-XIFFEERXSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K45152786	merbarone	Topoisomerase inhibitor	O=C(Nc1ccccc1)C1C(=O)NC(=S)NC1=O	JARCFMKMOFFIGZ-UHFFFAOYSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K09426783	TAS-103	Topoisomerase inhibitor	CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12	ROWSTIYZUWEOMM-UHFFFAOYSA-N		topoisomerase inhibitor
BRD-K23677682	voreloxin	Topoisomerase inhibitor	CN[C@H]1CN(C[C@@H]1OC)c1ccc2c(n1)n(cc(C(O)=O)c2=O)-c1nccs1	XZAFZXJXZHRNAQ-STQMWFEESA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K52818472	ivacaftor	CFTR channel potentiator	CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C	PURKAOJPTOLRMP-UHFFFAOYSA-N	CFTR channel potentiator	CFTR channel potentiator
BRD-K36680103	omecamtiv-mecarbil	Cardiac myosin activator	COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1	RFUBTTPMWSKEIW-UHFFFAOYSA-N	Cardiac myosin activator|Unidentified pharmacological activity	cardiac myosin activator
BRD-K25650355	physostigmine	Cholinesterase inhibitor	CNC(=O)Oc1ccc2N(C)[C@H]3N(C)CC[C@@]3(C)c2c1	PIJVFDBKTWXHHD-HIFRSBDPSA-N	Cholinesterase inhibitor|Acetylcholinesterase inhibitor	acetylcholinesterase inhibitor|cholinesterase inhibitor
BRD-K57222227	indometacin	Cyclooxygenase inhibitor	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1	CGIGDMFJXJATDK-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K80267133	aminosalicylic-acid	Cyclooxygenase inhibitor	Nc1ccc(C(O)=O)c(O)c1	WUBBRNOQWQTFEX-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K70924353	amtolmetin-guacil	Cyclooxygenase inhibitor	COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C	CWJNMKKMGIAGDK-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K11433652	aspirin	Cyclooxygenase inhibitor	CC(=O)Oc1ccccc1C(O)=O	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K41410256	balsalazide	Cyclooxygenase inhibitor	OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O	IPOKCKJONYRRHP-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-A17411484	carprofen	Cyclooxygenase inhibitor	CC(C(O)=O)c1ccc2c(c1)[nH]c1ccc(Cl)cc21	PUXBGTOOZJQSKH-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K02637541	celecoxib	Cyclooxygenase inhibitor	Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F	RZEKVGVHFLEQIL-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K08252256	diclofenac	Cyclooxygenase inhibitor	OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl	DCOPUUMXTXDBNB-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K39339537	epirizole	Cyclooxygenase inhibitor	COc1cc(C)nn1-c1nc(C)cc(OC)n1	RHAXSHUQNIEUEY-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-A74667430	etodolac	Cyclooxygenase inhibitor	CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12	NNYBQONXHNTVIJ-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K73541271	etofenamate	Cyclooxygenase inhibitor	OCCOCCOC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	XILVEPYQJIOVNB-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K54770957	etoricoxib	Cyclooxygenase inhibitor	Cc1ccc(cn1)-c1ncc(Cl)cc1-c1ccc(cc1)S(C)(=O)=O	MNJVRJDLRVPLFE-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K16077845	fentiazac	Cyclooxygenase inhibitor	OC(=O)Cc1sc(nc1-c1ccc(Cl)cc1)-c1ccccc1	JIEKMACRVQTPRC-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor	CC(C)Cc1ccc(cc1)C(C)C(O)=O	HEFNNWSXXWATRW-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-A16296925	indobufen	Cyclooxygenase inhibitor	CCC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O	AYDXAULLCROVIT-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Platelet aggregation inhibitor	cyclooxygenase inhibitor|platelet aggregation inhibitor
BRD-A44090213	indoprofen	Cyclooxygenase inhibitor	CC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O	RJMIEHBSYVWVIN-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Prostanoid receptor antagonist	cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-A97739905	ketoprofen	Cyclooxygenase inhibitor	CC(C(O)=O)c1cccc(c1)C(=O)c1ccccc1	DKYWVDODHFEZIM-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-A40639672	ketorolac	Cyclooxygenase inhibitor	OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1	OZWKMVRBQXNZKK-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor	Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl	SBDNJUWAMKYJOX-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Prostanoid receptor antagonist	cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-A84174393	meloxicam	Cyclooxygenase inhibitor	CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O	ZAHQBPYQBHTECE-UHFFFAOYSA-N	Cyclooxygenase inhibitor	
BRD-K59197931	naproxen	Cyclooxygenase inhibitor	COc1ccc2cc(ccc2c1)[C@H](C)C(O)=O	CMWTZPSULFXXJA-VIFPVBQESA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K04112579	nepafenac	Cyclooxygenase inhibitor	NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N	QEFAQIPZVLVERP-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K76775527	nimesulide	Cyclooxygenase inhibitor	CS(=O)(=O)Nc1ccc(cc1Oc1ccccc1)[N+]([O-])=O	HYWYRSMBCFDLJT-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor	OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1	OFPXSFXSNFPTHF-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K41524689	paracetamol	Cyclooxygenase inhibitor	CC(=O)Nc1ccc(O)cc1	RZVAJINKPMORJF-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K10843433	phenylbutazone	Cyclooxygenase inhibitor	CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1	VYMDGNCVAMGZFE-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Prostanoid receptor antagonist	cyclooxygenase inhibitor|prostanoid receptor antagonist
BRD-A57382968	piroxicam	Cyclooxygenase inhibitor	CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O	MNSCVRXKDINXEY-UHFFFAOYSA-N	Cyclooxygenase inhibitor	
BRD-A34006693	suprofen	Cyclooxygenase inhibitor	CC(C(O)=O)c1ccc(cc1)C(=O)c1cccs1	MDKGKXOCJGEUJW-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K12994359	valdecoxib	Cyclooxygenase inhibitor	Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1	LNPDTQAFDNKSHK-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
BRD-K32247306	primidone	GABA receptor antagonist	CCC1(C(=O)NCNC1=O)c1ccccc1	DQMZLTXERSFNPB-UHFFFAOYSA-N	GABA receptor antagonist	GABA receptor antagonist
BRD-K23248433	camicinal	Motilin receptor agonist	C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(CC3)Nc3cccc(F)c3)cc2)CCN1	RZKDEGZIFSJVNA-IBGZPJMESA-N	Motilin receptor agonist	motilin receptor agonist
BRD-K82677201	almitrine	Neurotransmitter agonist	Fc1ccc(cc1)C(N1CCN(CC1)c1nc(NCC=C)nc(NCC=C)n1)c1ccc(F)cc1	OBDOVFRMEYHSQB-UHFFFAOYSA-N	Neurotransmitter agonist	neurotransmitter agonist
BRD-K82135108	elesclomol	Oxidative stress inducer	CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1	BKJIXTWSNXCKJH-UHFFFAOYSA-N	Oxidative stress inducer	oxidative stress inducer
